review,positive_or_negative
bad experience lemonade service extremely slow bland poorly cooked dining room dirty uncomfortable expected much better money definitely not worth price,negative
frustrated fresh salad ingredients did not taste fresh service extremely slow dining room dirty uncomfortable definitely not worth price,negative
happily recommend burger flavors balanced satisfying everyone welcoming helpful place felt welcoming well maintained great value price,positive
loved lentil soup fresh tasty filling team handled everything smoothly tables clean music nice solid choice dinner href,positive
really unhappy seafood platter portion small disappointing waited far too long before anyone helped place looked poorly maintained choose another restaurant next time,negative
great experience seafood platter flavors balanced satisfying staff friendly attentive place felt welcoming well maintained come back,positive
not impressed lemonade much worse than expected dining room dirty uncomfortable service extremely slow definitely not worth price idk,negative
happy grilled chicken texture excellent comfortable place dinner greeted warmly served quickly solid choice dinner,positive
such good experience sandwiches flavorful cooked perfectly staff friendly attentive tables clean music nice will order again href,positive
great experience s wiches fresh tasty filling waiter checked right time comfortable place dinner great value price,positive
happy cheesecake everything tasted fresh well seasoned comfortable place dinner greeted warmly served quickly come back,positive
such good experience sandwiches portion generous fresh staff friendly attentive comfortable place dinner great value price,positive
really unhappy steak because bland poorly cooked waited far too long before anyone helped will not order again price did not match quality,negative
atmosphere noisy unpleasant unfortunately disliked steak flavors unbalanced disappointing nobody seemed interested helping definitely not worth price honestly,negative
absolutely loved sandwiches because everything tasted fresh well seasoned team handled everything smoothly will order again quality consistent throughout meal,positive
great experience pizza because portion generous fresh team handled everything smoothly great value price everything came out nicely timed,positive
happy cheesecake because fresh tasty filling team handled everything smoothly will order again everything came out nicely timed,positive
one best things here lemonade everyone welcoming helpful better than expected comfortable place dinner meal satisfying from start finish great value price,positive
place felt welcoming well maintained happy steak ingredients tasted high quality staff friendly attentive great value price,positive
happily recommend s wiches because fresh tasty filling greeted warmly served quickly solid choice dinner,positive
impressed fresh salad everyone welcoming helpful ingredients tasted high quality comfortable place dinner price felt reasonable quality left satisfied,positive
comfortable place dinner happily recommend lemonade portion generous fresh waiter checked right time solid choice dinner,positive
really enjoyed chocolate cake because everything tasted fresh well seasoned everyone welcoming helpful will order again everything came out nicely timed,positive
regret ordering lemonade flavors unbalanced disappointing table dirty when arrived service felt disorganized poor value money,negative
bad experience sandwiches ingredients did not taste fresh dining room dirty uncomfortable nobody seemed interested helping choose another restaurant next time idk,negative
dining room clean comfortable happily recommend cheesecake everything tasted fresh well seasoned staff friendly attentive solid choice dinner href,positive
really enjoyed grilled chicken flavorful cooked perfectly service quick professional atmosphere relaxed pleasant great value price,positive
happy steak everyone welcoming helpful flavors balanced satisfying place felt welcoming well maintained solid choice dinner,positive
dining room dirty uncomfortable unfortunately disliked lemonade portion small disappointing service extremely slow definitely not worth price,negative
poor experience breakfast because presentation careless food tasted worse ask several times basic things not come back idk,negative
loved pizza because fresh tasty filling everyone welcoming helpful definitely worth visit quality consistent throughout meal,positive
happy seafood platter presentation beautiful taste matched dining room clean comfortable team handled everything smoothly solid choice dinner,positive
loved chocolate cake waiter checked right time flavorful cooked perfectly tables clean music nice solid choice dinner,positive
really unhappy cheesecake because arrived cold looked unappetizing staff rude inattentive poor value money expected much better money,negative
unfortunately disliked cheesecake presentation careless food tasted worse dining room dirty uncomfortable service extremely slow will not order again,negative
bad experience burger because presentation careless food tasted worse staff rude inattentive not come back price did not match quality btw,negative
tables clean music nice happy seafood platter presentation beautiful taste matched everyone welcoming helpful left satisfied,positive
unfortunately disliked cheesecake overcooked lacked flavor nobody seemed interested helping table dirty when arrived choose another restaurant next time btw,negative
poor experience grilled chicken overcooked lacked flavor atmosphere noisy unpleasant ask several times basic things definitely not worth price,negative
one best things here lemonade portion generous fresh greeted warmly served quickly atmosphere relaxed pleasant solid choice dinner,positive
regret ordering fries arrived cold looked unappetizing uncomfortable crowded nobody seemed interested helping definitely not worth price,negative
frustrated chocolate cake staff rude inattentive flavors unbalanced disappointing place looked poorly maintained price did not match quality will not order again idk,negative
loved grilled chicken because flavorful cooked perfectly waiter checked right time left satisfied flavors memorable,positive
pleasantly surprised fresh salad everyone welcoming helpful texture excellent tables clean music nice flavors memorable will order again,positive
tables clean music nice loved coffee everything tasted fresh well seasoned service quick professional solid choice dinner,positive
one best things here seafood platter team handled everything smoothly better than expected comfortable place dinner flavors memorable definitely worth visit href,positive
comfortable place dinner loved pasta presentation beautiful taste matched everyone welcoming helpful definitely worth visit,positive
disappointed sandwiches greasy not enjoyable ask several times basic things atmosphere noisy unpleasant will not order again,negative
happily recommend fries because portion generous fresh everyone welcoming helpful will order again price felt reasonable quality,positive
really enjoyed pasta greeted warmly served quickly presentation beautiful taste matched atmosphere relaxed pleasant meal satisfying from start finish left satisfied,positive
one best things here lemonade staff friendly attentive flavorful cooked perfectly dining room clean comfortable flavors memorable will order again,positive
dining room dirty uncomfortable disappointed pizza much worse than expected service extremely slow choose another restaurant next time,negative
impressed pizza because flavors balanced satisfying service quick professional great value price meal satisfying from start finish,positive
poor experience breakfast because portion small disappointing service extremely slow definitely not worth price several things went wrong during visit,negative
not recommend grilled chicken bland poorly cooked dining room dirty uncomfortable service felt disorganized not come back,negative
disappointed lemonade texture unpleasant nobody seemed interested helping table dirty when arrived not come back idk,negative
not recommend fresh salad overcooked lacked flavor dining room dirty uncomfortable nobody seemed interested helping choose another restaurant next time,negative
such good experience burger presentation beautiful taste matched atmosphere relaxed pleasant greeted warmly served quickly will order again,positive
one best things here steak presentation beautiful taste matched place felt welcoming well maintained team handled everything smoothly definitely worth visit,positive
atmosphere noisy unpleasant unfortunately disliked grilled chicken greasy not enjoyable ask several times basic things definitely not worth price btw,negative
happy chocolate cake everything tasted fresh well seasoned atmosphere relaxed pleasant waiter checked right time great value price,positive
unfortunately disliked burger bland poorly cooked staff rude inattentive uncomfortable crowded poor value money,negative
such good experience fries because better than expected waiter checked right time definitely worth visit quality consistent throughout meal,positive
pleasantly surprised fries because everything tasted fresh well seasoned greeted warmly served quickly left satisfied price felt reasonable quality,positive
really unhappy fries because texture unpleasant service extremely slow left disappointed meal disappointing from start finish,negative
disappointed lentil soup service felt disorganized bland poorly cooked place looked poorly maintained price did not match quality poor value money,negative
great experience sandwiches greeted warmly served quickly arrived hot looked great tables clean music nice meal satisfying from start finish will order again href,positive
place looked poorly maintained disappointed coffee much worse than expected nobody seemed interested helping left disappointed,negative
dining room dirty uncomfortable not impressed lemonade flavors unbalanced disappointing service felt disorganized choose another restaurant next time,negative
place felt welcoming well maintained happy fresh salad flavors balanced satisfying everyone welcoming helpful left satisfied,positive
absolutely loved lemonade arrived hot looked great service quick professional atmosphere relaxed pleasant come back,positive
loved breakfast flavorful cooked perfectly service quick professional atmosphere relaxed pleasant left satisfied,positive
atmosphere noisy unpleasant really unhappy fresh salad flavors unbalanced disappointing ask several times basic things poor value money idk,negative
loved fresh salad flavors balanced satisfying everyone welcoming helpful comfortable place dinner definitely worth visit,positive
uncomfortable crowded not recommend seafood platter presentation careless food tasted worse service felt disorganized choose another restaurant next time,negative
loved chocolate cake everyone welcoming helpful portion generous fresh comfortable place dinner flavors memorable come back href,positive
really enjoyed fresh salad better than expected tables clean music nice greeted warmly served quickly solid choice dinner href,positive
table dirty when arrived disappointed steak bland poorly cooked nobody seemed interested helping definitely not worth price,negative
tables clean music nice loved lentil soup presentation beautiful taste matched staff friendly attentive solid choice dinner,positive
not impressed fresh salad much worse than expected service felt disorganized table dirty when arrived poor value money idk,negative
dining room clean comfortable happily recommend seafood platter texture excellent team handled everything smoothly solid choice dinner,positive
frustrated sandwiches service felt disorganized texture unpleasant atmosphere noisy unpleasant several things went wrong during visit left disappointed btw,negative
frustrated steak arrived cold looked unappetizing waited far too long before anyone helped dining room dirty uncomfortable will not order again,negative
bad experience seafood platter overcooked lacked flavor dining room dirty uncomfortable service extremely slow definitely not worth price,negative
pleasantly surprised coffee because flavorful cooked perfectly everyone welcoming helpful great value price flavors memorable,positive
regret ordering vegetable couscous service felt disorganized presentation careless food tasted worse table dirty when arrived several things went wrong during visit will not order again,negative
really unhappy fries flavors unbalanced disappointing nobody seemed interested helping table dirty when arrived will not order again,negative
pleasantly surprised fresh salad portion generous fresh atmosphere relaxed pleasant service quick professional left satisfied,positive
really unhappy sandwiches portion small disappointing uncomfortable crowded service extremely slow not come back,negative
great experience lemonade arrived hot looked great tables clean music nice staff friendly attentive great value price,positive
atmosphere relaxed pleasant pleasantly surprised lemonade presentation beautiful taste matched greeted warmly served quickly definitely worth visit,positive
tables clean music nice loved seafood platter flavorful cooked perfectly team handled everything smoothly great value price,positive
disappointed cheesecake ingredients did not taste fresh table dirty when arrived waited far too long before anyone helped will not order again,negative
tables clean music nice impressed breakfast portion generous fresh greeted warmly served quickly will order again,positive
atmosphere relaxed pleasant pleasantly surprised lemonade fresh tasty filling everyone welcoming helpful will order again,positive
poor experience lentil soup portion small disappointing service extremely slow atmosphere noisy unpleasant not come back idk,negative
disappointed cheesecake bland poorly cooked table dirty when arrived staff rude inattentive definitely not worth price,negative
place felt welcoming well maintained happy fresh salad better than expected greeted warmly served quickly great value price,positive
bad experience cheesecake because ingredients did not taste fresh waited far too long before anyone helped left disappointed price did not match quality,negative
great experience cheesecake portion generous fresh everyone welcoming helpful dining room clean comfortable come back,positive
place looked poorly maintained bad experience burger ingredients did not taste fresh waited far too long before anyone helped left disappointed,negative
table dirty when arrived not impressed breakfast ingredients did not taste fresh service felt disorganized left disappointed idk,negative
disappointed seafood platter ask several times basic things ingredients did not taste fresh dining room dirty uncomfortable meal disappointing from start finish left disappointed,negative
regret ordering breakfast texture unpleasant service felt disorganized atmosphere noisy unpleasant poor value money,negative
happy cheesecake portion generous fresh atmosphere relaxed pleasant staff friendly attentive will order again href,positive
unfortunately disliked steak service felt disorganized bland poorly cooked dining room dirty uncomfortable several things went wrong during visit choose another restaurant next time,negative
absolutely loved chocolate cake everything tasted fresh well seasoned tables clean music nice everyone welcoming helpful solid choice dinner href,positive
loved vegetable couscous because ingredients tasted high quality team handled everything smoothly great value price,positive
such good experience pasta team handled everything smoothly fresh tasty filling tables clean music nice quality consistent throughout meal great value price,positive
unfortunately disliked fries bland poorly cooked staff rude inattentive place looked poorly maintained definitely not worth price,negative
pleasantly surprised seafood platter because fresh tasty filling team handled everything smoothly come back price felt reasonable quality,positive
happy grilled chicken flavorful cooked perfectly everyone welcoming helpful dining room clean comfortable solid choice dinner,positive
such good experience grilled chicken because everything tasted fresh well seasoned staff friendly attentive will order again flavors memorable href,positive
one best things here fries flavors balanced satisfying tables clean music nice staff friendly attentive great value price href,positive
frustrated lemonade much worse than expected waited far too long before anyone helped place looked poorly maintained left disappointed,negative
dining room clean comfortable absolutely loved cheesecake ingredients tasted high quality staff friendly attentive left satisfied,positive
place felt welcoming well maintained great experience s wiches fresh tasty filling team h led everything smoothly will order again,positive
happy coffee service quick professional arrived hot looked great tables clean music nice price felt reasonable quality definitely worth visit,positive
poor experience chocolate cake because arrived cold looked unappetizing ask several times basic things definitely not worth price several things went wrong during visit honestly,negative
tables clean music nice loved seafood platter ingredients tasted high quality team handled everything smoothly great value price,positive
atmosphere relaxed pleasant great experience pasta arrived hot looked great waiter checked right time come back,positive
pleasantly surprised grilled chicken texture excellent greeted warmly served quickly place felt welcoming well maintained come back,positive
disappointed vegetable couscous because arrived cold looked unappetizing ask several times basic things definitely not worth price,negative
absolutely loved cheesecake because better than expected service quick professional left satisfied price felt reasonable quality,positive
loved chocolate cake flavors balanced satisfying dining room clean comfortable service quick professional definitely worth visit,positive
absolutely loved chocolate cake arrived hot looked great service quick professional tables clean music nice great value price,positive
really unhappy steak nobody seemed interested helping flavors unbalanced disappointing table dirty when arrived several things went wrong during visit not come back,negative
frustrated pasta flavors unbalanced disappointing table dirty when arrived staff rude inattentive poor value money,negative
such good experience s wiches flavorful cooked perfectly greeted warmly served quickly atmosphere relaxed pleasant great value price,positive
happily recommend pasta because fresh tasty filling team handled everything smoothly left satisfied flavors memorable,positive
frustrated pasta waited far too long before anyone helped overcooked lacked flavor place looked poorly maintained price did not match quality left disappointed,negative
not impressed breakfast flavors unbalanced disappointing nobody seemed interested helping place looked poorly maintained definitely not worth price btw,negative
frustrated chocolate cake because arrived cold looked unappetizing ask several times basic things will not order again quality inconsistent idk,negative
happily recommend cheesecake texture excellent place felt welcoming well maintained service quick professional solid choice dinner,positive
such good experience fresh salad service quick professional portion generous fresh atmosphere relaxed pleasant everything came out nicely timed definitely worth visit,positive
really enjoyed pizza ingredients tasted high quality place felt welcoming well maintained greeted warmly served quickly left satisfied,positive
unfortunately disliked pizza portion small disappointing staff rude inattentive place looked poorly maintained poor value money honestly,negative
dining room clean comfortable happily recommend fries ingredients tasted high quality service quick professional left satisfied,positive
dining room clean comfortable pleasantly surprised lemonade flavors balanced satisfying waiter checked right time great value price,positive
happily recommend cheesecake flavorful cooked perfectly dining room clean comfortable team handled everything smoothly great value price,positive
bad experience coffee flavors unbalanced disappointing service extremely slow dining room dirty uncomfortable will not order again honestly,negative
atmosphere relaxed pleasant absolutely loved vegetable couscous portion generous fresh waiter checked right time left satisfied,positive
table dirty when arrived frustrated grilled chicken overcooked lacked flavor nobody seemed interested helping will not order again,negative
happy sandwiches because texture excellent waiter checked right time come back meal satisfying from start finish,positive
impressed grilled chicken greeted warmly served quickly flavors balanced satisfying atmosphere relaxed pleasant will order again,positive
really enjoyed cheesecake everyone welcoming helpful presentation beautiful taste matched comfortable place dinner flavors memorable left satisfied,positive
happily recommend chocolate cake staff friendly attentive portion generous fresh atmosphere relaxed pleasant meal satisfying from start finish left satisfied href,positive
happily recommend cheesecake because flavors balanced satisfying everyone welcoming helpful definitely worth visit price felt reasonable quality,positive
really unhappy pizza ask several times basic things texture unpleasant table dirty when arrived several things went wrong during visit poor value money,negative
loved lentil soup team h led everything smoothly texture excellent comfortable place dinner meal satisfying from start finish great value price,positive
poor experience coffee ingredients did not taste fresh ask several times basic things table dirty when arrived will not order again,negative
frustrated steak presentation careless food tasted worse dining room dirty uncomfortable ask several times basic things will not order again,negative
one best things here vegetable couscous staff friendly attentive flavorful cooked perfectly dining room clean comfortable quality consistent throughout meal will order again,positive
atmosphere relaxed pleasant one best things here burger presentation beautiful taste matched team handled everything smoothly definitely worth visit,positive
happily recommend coffee because everything tasted fresh well seasoned everyone welcoming helpful definitely worth visit,positive
regret ordering steak staff rude inattentive overcooked lacked flavor place looked poorly maintained several things went wrong during visit left disappointed,negative
absolutely loved steak because ingredients tasted high quality waiter checked right time left satisfied flavors memorable,positive
unfortunately disliked fresh salad ask several times basic things arrived cold looked unappetizing dining room dirty uncomfortable meal disappointing from start finish definitely not worth price,negative
bad experience cheesecake greasy not enjoyable service extremely slow table dirty when arrived poor value money,negative
atmosphere noisy unpleasant bad experience steak overcooked lacked flavor service felt disorganized will not order again,negative
frustrated burger because overcooked lacked flavor service felt disorganized will not order again price did not match quality,negative
one best things here vegetable couscous because better than expected service quick professional come back flavors memorable,positive
place looked poorly maintained regret ordering coffee flavors unbalanced disappointing ask several times basic things not come back idk,negative
really enjoyed steak because portion generous fresh team handled everything smoothly come back quality consistent throughout meal href,positive
really unhappy lemonade service extremely slow greasy not enjoyable atmosphere noisy unpleasant meal disappointing from start finish will not order again btw,negative
place felt welcoming well maintained loved sandwiches everything tasted fresh well seasoned service quick professional left satisfied,positive
happy fries portion generous fresh comfortable place dinner team handled everything smoothly definitely worth visit,positive
absolutely loved grilled chicken greeted warmly served quickly portion generous fresh dining room clean comfortable flavors memorable left satisfied,positive
place felt welcoming well maintained such good experience cheesecake ingredients tasted high quality everyone welcoming helpful come back,positive
bad experience cheesecake because much worse than expected service extremely slow definitely not worth price quality inconsistent,negative
such good experience vegetable couscous staff friendly attentive portion generous fresh comfortable place dinner quality consistent throughout meal great value price,positive
happily recommend burger because ingredients tasted high quality team handled everything smoothly will order again flavors memorable,positive
atmosphere noisy unpleasant regret ordering lentil soup bland poorly cooked waited far too long before anyone helped not come back honestly,negative
atmosphere noisy unpleasant bad experience pasta ingredients did not taste fresh ask several times basic things not come back,negative
tables clean music nice great experience lentil soup texture excellent everyone welcoming helpful will order again,positive
dining room clean comfortable really enjoyed vegetable couscous flavors balanced satisfying greeted warmly served quickly left satisfied,positive
such good experience pasta better than expected service quick professional comfortable place dinner solid choice dinner,positive
bad experience lentil soup waited far too long before anyone helped much worse than expected dining room dirty uncomfortable quality inconsistent definitely not worth price,negative
disappointed fries because overcooked lacked flavor service felt disorganized choose another restaurant next time expected much better money,negative
pleasantly surprised seafood platter team handled everything smoothly texture excellent comfortable place dinner flavors memorable solid choice dinner,positive
really unhappy coffee because arrived cold looked unappetizing waited far too long before anyone helped left disappointed quality inconsistent idk,negative
great experience lentil soup greeted warmly served quickly portion generous fresh dining room clean comfortable will order again,positive
really enjoyed lemonade greeted warmly served quickly better than expected place felt welcoming well maintained price felt reasonable quality left satisfied,positive
regret ordering pizza ingredients did not taste fresh table dirty when arrived nobody seemed interested helping will not order again,negative
loved pizza team handled everything smoothly better than expected atmosphere relaxed pleasant meal satisfying from start finish come back,positive
frustrated fresh salad texture unpleasant atmosphere noisy unpleasant nobody seemed interested helping left disappointed idk,negative
absolutely loved chocolate cake waiter checked right time fresh tasty filling atmosphere relaxed pleasant meal satisfying from start finish great value price,positive
not impressed pizza because flavors unbalanced disappointing staff rude inattentive not come back quality inconsistent,negative
one best things here chocolate cake greeted warmly served quickly flavorful cooked perfectly comfortable place dinner price felt reasonable quality will order again,positive
absolutely loved steak ingredients tasted high quality team handled everything smoothly place felt welcoming well maintained definitely worth visit,positive
frustrated breakfast greasy not enjoyable dining room dirty uncomfortable service felt disorganized poor value money,negative
happily recommend coffee because everything tasted fresh well seasoned greeted warmly served quickly solid choice dinner meal satisfying from start finish,positive
disappointed chocolate cake ask several times basic things flavors unbalanced disappointing table dirty when arrived choose another restaurant next time,negative
absolutely loved burger presentation beautiful taste matched greeted warmly served quickly place felt welcoming well maintained great value price,positive
happily recommend chocolate cake ingredients tasted high quality tables clean music nice staff friendly attentive left satisfied,positive
really unhappy grilled chicken because portion small disappointing nobody seemed interested helping definitely not worth price price did not match quality idk,negative
unfortunately disliked pizza arrived cold looked unappetizing waited far too long before anyone helped table dirty when arrived poor value money,negative
happy sandwiches waiter checked right time arrived hot looked great dining room clean comfortable solid choice dinner,positive
disappointed lemonade bland poorly cooked uncomfortable crowded staff rude inattentive choose another restaurant next time,negative
happy coffee team handled everything smoothly texture excellent atmosphere relaxed pleasant flavors memorable come back,positive
uncomfortable crowded frustrated steak flavors unbalanced disappointing ask several times basic things not come back idk,negative
really unhappy grilled chicken because presentation careless food tasted worse staff rude inattentive will not order again idk,negative
bad experience pizza bland poorly cooked ask several times basic things atmosphere noisy unpleasant not come back,negative
really enjoyed fresh salad presentation beautiful taste matched staff friendly attentive comfortable place dinner great value price,positive
place looked poorly maintained unfortunately disliked cheesecake arrived cold looked unappetizing waited far too long before anyone helped definitely not worth price btw,negative
impressed grilled chicken ingredients tasted high quality tables clean music nice everyone welcoming helpful will order again,positive
regret ordering pizza bland poorly cooked nobody seemed interested helping atmosphere noisy unpleasant choose another restaurant next time honestly,negative
frustrated vegetable couscous bland poorly cooked staff rude inattentive dining room dirty uncomfortable will not order again btw,negative
absolutely loved fries staff friendly attentive portion generous fresh comfortable place dinner meal satisfying from start finish left satisfied,positive
atmosphere noisy unpleasant disappointed fresh salad texture unpleasant waited far too long before anyone helped not come back,negative
not recommend burger flavors unbalanced disappointing nobody seemed interested helping dining room dirty uncomfortable definitely not worth price,negative
disappointed chocolate cake overcooked lacked flavor service felt disorganized atmosphere noisy unpleasant choose another restaurant next time,negative
bad experience pizza service extremely slow arrived cold looked unappetizing atmosphere noisy unpleasant meal disappointing from start finish not come back,negative
table dirty when arrived disappointed pasta greasy not enjoyable service felt disorganized left disappointed,negative
dining room dirty uncomfortable really unhappy chocolate cake much worse than expected staff rude inattentive definitely not worth price btw,negative
happy chocolate cake because flavors balanced satisfying greeted warmly served quickly come back,positive
bad experience chocolate cake staff rude inattentive presentation careless food tasted worse atmosphere noisy unpleasant expected much better money poor value money,negative
disappointed chocolate cake because ingredients did not taste fresh ask several times basic things not come back several things went wrong during visit,negative
one best things here coffee flavorful cooked perfectly waiter checked right time dining room clean comfortable will order again,positive
absolutely loved lemonade everyone welcoming helpful ingredients tasted high quality place felt welcoming well maintained everything came out nicely timed left satisfied,positive
not impressed lemonade bland poorly cooked uncomfortable crowded service extremely slow will not order again btw,negative
poor experience pizza texture unpleasant table dirty when arrived staff rude inattentive definitely not worth price,negative
regret ordering fries because greasy not enjoyable service extremely slow poor value money price did not match quality,negative
table dirty when arrived frustrated fresh salad flavors unbalanced disappointing service felt disorganized will not order again,negative
not recommend seafood platter because greasy not enjoyable staff rude inattentive left disappointed expected much better money,negative
regret ordering vegetable couscous arrived cold looked unappetizing dining room dirty uncomfortable ask several times basic things poor value money btw,negative
really unhappy chocolate cake texture unpleasant service felt disorganized uncomfortable crowded will not order again,negative
impressed grilled chicken because better than expected service quick professional great value price flavors memorable,positive
impressed vegetable couscous everything tasted fresh well seasoned dining room clean comfortable everyone welcoming helpful will order again href,positive
atmosphere relaxed pleasant pleasantly surprised breakfast better than expected everyone welcoming helpful definitely worth visit,positive
great experience steak waiter checked right time everything tasted fresh well seasoned comfortable place dinner meal satisfying from start finish left satisfied,positive
absolutely loved steak staff friendly attentive texture excellent place felt welcoming well maintained definitely worth visit,positive
happy lentil soup better than expected dining room clean comfortable greeted warmly served quickly solid choice dinner,positive
great experience steak everything tasted fresh well seasoned staff friendly attentive comfortable place dinner great value price,positive
not impressed pasta much worse than expected uncomfortable crowded service felt disorganized not come back,negative
disappointed cheesecake waited far too long before anyone helped texture unpleasant atmosphere noisy unpleasant will not order again,negative
tables clean music nice impressed grilled chicken flavorful cooked perfectly staff friendly attentive definitely worth visit,positive
loved lemonade flavorful cooked perfectly dining room clean comfortable service quick professional come back,positive
unfortunately disliked coffee ingredients did not taste fresh nobody seemed interested helping atmosphere noisy unpleasant poor value money,negative
regret ordering vegetable couscous ask several times basic things flavors unbalanced disappointing atmosphere noisy unpleasant meal disappointing from start finish choose another restaurant next time,negative
tables clean music nice happy fries flavorful cooked perfectly everyone welcoming helpful come back,positive
unfortunately disliked pasta because overcooked lacked flavor staff rude inattentive definitely not worth price quality inconsistent,negative
frustrated steak presentation careless food tasted worse place looked poorly maintained staff rude inattentive left disappointed btw,negative
disappointed lemonade because arrived cold looked unappetizing service extremely slow left disappointed price did not match quality idk,negative
bad experience lemonade overcooked lacked flavor staff rude inattentive place looked poorly maintained poor value money honestly,negative
happily recommend lentil soup team handled everything smoothly ingredients tasted high quality tables clean music nice price felt reasonable quality come back href,positive
uncomfortable crowded not recommend grilled chicken presentation careless food tasted worse waited far too long before anyone helped choose another restaurant next time,negative
poor experience fries much worse than expected uncomfortable crowded waited far too long before anyone helped definitely not worth price,negative
unfortunately disliked cheesecake arrived cold looked unappetizing staff rude inattentive atmosphere noisy unpleasant will not order again,negative
loved sandwiches flavorful cooked perfectly waiter checked right time tables clean music nice definitely worth visit,positive
such good experience coffee greeted warmly served quickly fresh tasty filling dining room clean comfortable solid choice dinner,positive
disappointed breakfast arrived cold looked unappetizing staff rude inattentive place looked poorly maintained will not order again btw,negative
impressed fries ingredients tasted high quality waiter checked right time comfortable place dinner solid choice dinner,positive
disappointed grilled chicken bland poorly cooked dining room dirty uncomfortable nobody seemed interested helping choose another restaurant next time,negative
really unhappy pizza texture unpleasant atmosphere noisy unpleasant nobody seemed interested helping left disappointed,negative
tables clean music nice impressed lemonade everything tasted fresh well seasoned service quick professional will order again,positive
such good experience grilled chicken portion generous fresh tables clean music nice service quick professional definitely worth visit,positive
disappointed pizza texture unpleasant table dirty when arrived ask several times basic things not come back,negative
really enjoyed grilled chicken arrived hot looked great waiter checked right time comfortable place dinner definitely worth visit,positive
disappointed breakfast service felt disorganized much worse than expected table dirty when arrived price did not match quality not come back,negative
one best things here burger because flavors balanced satisfying service quick professional solid choice dinner everything came out nicely timed,positive
dining room clean comfortable really enjoyed fries ingredients tasted high quality team handled everything smoothly come back,positive
pleasantly surprised breakfast because fresh tasty filling service quick professional definitely worth visit quality consistent throughout meal,positive
regret ordering vegetable couscous because greasy not enjoyable service felt disorganized choose another restaurant next time honestly,negative
unfortunately disliked sandwiches portion small disappointing uncomfortable crowded waited far too long before anyone helped poor value money,negative
happy chocolate cake better than expected service quick professional place felt welcoming well maintained will order again,positive
such good experience chocolate cake flavorful cooked perfectly comfortable place dinner greeted warmly served quickly definitely worth visit,positive
not impressed seafood platter because greasy not enjoyable waited far too long before anyone helped choose another restaurant next time meal disappointing from start finish,negative
regret ordering coffee presentation careless food tasted worse uncomfortable crowded ask several times basic things not come back,negative
unfortunately disliked pizza greasy not enjoyable ask several times basic things atmosphere noisy unpleasant will not order again,negative
unfortunately disliked grilled chicken ingredients did not taste fresh ask several times basic things atmosphere noisy unpleasant poor value money idk,negative
poor experience pizza because flavors unbalanced disappointing nobody seemed interested helping will not order again price did not match quality,negative
tables clean music nice one best things here chocolate cake flavorful cooked perfectly team handled everything smoothly definitely worth visit,positive
absolutely loved burger texture excellent waiter checked right time atmosphere relaxed pleasant will order again,positive
regret ordering lemonade arrived cold looked unappetizing uncomfortable crowded nobody seemed interested helping definitely not worth price,negative
uncomfortable crowded really unhappy breakfast overcooked lacked flavor staff rude inattentive poor value money btw,negative
impressed seafood platter because flavors balanced satisfying team handled everything smoothly solid choice dinner,positive
dining room clean comfortable great experience lemonade presentation beautiful taste matched waiter checked right time solid choice dinner,positive
great experience pasta staff friendly attentive presentation beautiful taste matched place felt welcoming well maintained flavors memorable solid choice dinner,positive
happy chocolate cake service quick professional ingredients tasted high quality tables clean music nice meal satisfying from start finish left satisfied,positive
uncomfortable crowded disappointed pasta overcooked lacked flavor service extremely slow left disappointed,negative
happily recommend chocolate cake staff friendly attentive portion generous fresh atmosphere relaxed pleasant will order again,positive
unfortunately disliked coffee flavors unbalanced disappointing atmosphere noisy unpleasant service felt disorganized left disappointed idk,negative
such good experience vegetable couscous because arrived hot looked great service quick professional left satisfied quality consistent throughout meal,positive
poor experience pasta because overcooked lacked flavor service felt disorganized not come back,negative
disappointed cheesecake because arrived cold looked unappetizing service felt disorganized definitely not worth price several things went wrong during visit,negative
disappointed lentil soup staff rude inattentive much worse than expected dining room dirty uncomfortable definitely not worth price,negative
really enjoyed cheesecake everything tasted fresh well seasoned dining room clean comfortable greeted warmly served quickly left satisfied,positive
disappointed coffee service felt disorganized overcooked lacked flavor dining room dirty uncomfortable meal disappointing from start finish not come back,negative
bad experience steak flavors unbalanced disappointing atmosphere noisy unpleasant staff rude inattentive definitely not worth price,negative
dining room dirty uncomfortable regret ordering burger arrived cold looked unappetizing nobody seemed interested helping definitely not worth price,negative
poor experience cheesecake presentation careless food tasted worse dining room dirty uncomfortable ask several times basic things poor value money,negative
such good experience lentil soup everyone welcoming helpful texture excellent tables clean music nice quality consistent throughout meal will order again,positive
not impressed pizza service extremely slow much worse than expected dining room dirty uncomfortable quality inconsistent poor value money,negative
really enjoyed fresh salad because presentation beautiful taste matched staff friendly attentive come back flavors memorable,positive
not recommend fries bland poorly cooked place looked poorly maintained nobody seemed interested helping will not order again,negative
place felt welcoming well maintained pleasantly surprised s wiches flavorful cooked perfectly greeted warmly served quickly great value price,positive
great experience seafood platter better than expected comfortable place dinner team handled everything smoothly definitely worth visit,positive
really enjoyed fries arrived hot looked great atmosphere relaxed pleasant waiter checked right time great value price,positive
disappointed fresh salad ask several times basic things overcooked lacked flavor dining room dirty uncomfortable quality inconsistent poor value money,negative
really unhappy vegetable couscous service felt disorganized overcooked lacked flavor place looked poorly maintained quality inconsistent will not order again idk,negative
such good experience grilled chicken arrived hot looked great team handled everything smoothly atmosphere relaxed pleasant come back,positive
